,title,date,time,address,link,latitude,longitude
105,Cheaper Than Therapy: Stand-Up Comedy,"['19-04-2024', '19-04-2024', '20-04-2024', '20-04-2024', '21-04-2024', '25-04-2024', '26-04-2024', '26-04-2024', '27-04-2024', '27-04-2024', '28-04-2024', '02-05-2024', '03-05-2024', '03-05-2024', '04-05-2024', '04-05-2024', '05-05-2024', '09-05-2024', '10-05-2024', '10-05-2024', '11-05-2024', '11-05-2024', '12-05-2024', '16-05-2024', '17-05-2024', '17-05-2024', '18-05-2024', '18-05-2024', '19-05-2024', '23-05-2024', '24-05-2024', '24-05-2024', '25-05-2024', '25-05-2024', '26-05-2024', '30-05-2024', '31-05-2024', '31-05-2024', '01-06-2024', '01-06-2024', '02-06-2024', '06-06-2024', '07-06-2024', '07-06-2024']",10:00PM,"Un-Scripted Theater Company®, 533, Sutter Street, Union Square, San Francisco, California, 94108, United States",http://sf-events.brokeassstuart.com/events/weekly/fri/stand-up-comedy-cheaper-than-therapy,37.7890446,-122.409136
106,"Christo Oropeza: Aun así, pienso en ti","['19-04-2024', '20-04-2024', '21-04-2024', '22-04-2024', '23-04-2024', '24-04-2024', '25-04-2024', '26-04-2024', '27-04-2024', '28-04-2024', '29-04-2024', '30-04-2024', '01-05-2024', '02-05-2024', '03-05-2024', '04-05-2024', '05-05-2024', '06-05-2024', '07-05-2024', '08-05-2024', '09-05-2024', '10-05-2024', '11-05-2024', '12-05-2024', '13-05-2024', '14-05-2024', '15-05-2024', '16-05-2024', '17-05-2024', '18-05-2024', '19-05-2024', '20-05-2024', '21-05-2024', '22-05-2024', '23-05-2024', '24-05-2024', '25-05-2024', '26-05-2024', '27-05-2024', '28-05-2024', '29-05-2024', '30-05-2024', '31-05-2024', '01-06-2024', '02-06-2024', '03-06-2024', '04-06-2024', '05-06-2024', '06-06-2024', '07-06-2024']",10:00AM,Buchanan St. and Marina St,http://sf-events.brokeassstuart.com/events/2023/7/1/christo-oropeza-aun-asi-pienso-en-ti-tickets,,
107,Cid,['20-04-2024'],7:00PM,,http://sf-events.brokeassstuart.com/events/2024/4/20/cid-tickets,,
108,Club Blush: An Ethereal & Euphoric Dance Night,['04-05-2024'],9:30PM,"Public Works, 161, Erie Street, San Francisco, California, 94103, United States",http://sf-events.brokeassstuart.com/events/2024/5/4/club-blush-an-ethereal-euphoric-dance-night-tickets,37.7688931,-122.41926507660828
109,Coit Comedy,['25-04-2024'],7:30PM,"Columbus Cafe, 562, Green Street, North Beach, San Francisco, California, 94133, United States",http://sf-events.brokeassstuart.com/events/2024/4/25/coit-comedy,37.7996933,-122.408424
110,"Combo Chimbita, Pachyman",['26-04-2024'],9:00PM,"The Chapel, 777, Valencia Street, Mission District, San Francisco, California, 94110, United States",http://sf-events.brokeassstuart.com/events/2024/4/26/combo-chimbita-pachyman-tickets,37.7604879,-122.42120099500369
111,Comedy Before The Debauchery ,"['19-04-2024', '20-04-2024', '21-04-2024', '22-04-2024', '23-04-2024', '24-04-2024', '25-04-2024', '26-04-2024', '27-04-2024', '28-04-2024', '29-04-2024', '30-04-2024', '01-05-2024', '02-05-2024', '03-05-2024', '04-05-2024', '05-05-2024', '06-05-2024', '07-05-2024', '08-05-2024', '09-05-2024', '10-05-2024', '11-05-2024', '12-05-2024', '13-05-2024', '14-05-2024', '15-05-2024', '16-05-2024', '17-05-2024', '18-05-2024', '19-05-2024', '20-05-2024', '21-05-2024', '22-05-2024', '23-05-2024', '24-05-2024', '25-05-2024', '26-05-2024', '27-05-2024', '28-05-2024', '29-05-2024', '30-05-2024', '31-05-2024', '01-06-2024', '02-06-2024', '03-06-2024', '04-06-2024', '05-06-2024', '06-06-2024', '07-06-2024']",6:30PM,"2901;2905;2907;2909;2911;2915;2919;2921;2925;2929, 16th Street, Mission District, San Francisco, California, 90103, United States",http://sf-events.brokeassstuart.com/events/weekly/fri/comedy-before-the-debauchery-tickets,37.764967299999995,-122.41792466636848
112,Comedy Night at Taco Rouge,"['24-04-2024', '01-05-2024', '08-05-2024', '15-05-2024', '22-05-2024', '29-05-2024', '05-06-2024']",8:00PM,"Rouge Night Club, 1500, Broadway, Russian Hill, San Francisco, California, 94109, United States",http://sf-events.brokeassstuart.com/events/weekly/wed/comedy-night-at-taco-rouge-tickets,37.796061,-122.422028
113,Comedy at the 4 Star,['19-04-2024'],7:30PM,,http://sf-events.brokeassstuart.com/events/2024/4/19/comedy-at-the-4-star-tickets,,
114,Comedy in Oakland at Amber Comedy Lounge,"['25-04-2024', '02-05-2024', '09-05-2024', '16-05-2024', '23-05-2024', '30-05-2024', '06-06-2024']",7:30PM,"1517, Franklin Street, Western Addition, San Francisco, California, 94109, United States",http://sf-events.brokeassstuart.com/events/weekly/thu/amber-comedy-lounge-tickets,37.78845602173913,-122.42352431521739
115,Concerts at the Cadillac: James Washington,['26-04-2024'],1:00PM,,http://sf-events.brokeassstuart.com/events/2024/4/26/concerts-at-the-cadillac-james-washington-tickets,,
116,Connor Price,['28-04-2024'],8:00PM,"Great American Music Hall, 859, O'Farrell Street, Tenderloin, San Francisco, California, 94109, United States",http://sf-events.brokeassstuart.com/events/2024/4/28/connor-price-tickets,37.7847659,-122.41883557457422
117,"Cosmitorium, Bone Crown, Hollow Crown & One Vote For Violence",['28-04-2024'],8:00PM,"Kilowatt, 3160, 16th Street, Mission District, San Francisco, California, 94103, United States",http://sf-events.brokeassstuart.com/events/2024/4/28/cosmitorium-bone-crown-hollow-crown-one-vote-for-violence-tickets,37.7649743,-122.4232405
118,Craig David ,['06-05-2024'],8:00PM,"The Masonic, 1111, California Street, Lower Nob Hill, San Francisco, California, 94108, United States",http://sf-events.brokeassstuart.com/events/2024/5/6/craig-david-7-days-commitment-tour-2024-tickets,37.7911743,-122.41299005468363
119,DAM Circus: Vintage Hollywood,['22-04-2024'],8:00PM,375 Eleventh Street,http://sf-events.brokeassstuart.com/events/2024/4/22/dam-circus-vintage-hollywood-tickets,,
120,DEKO w/ Yameii & Friends,['28-04-2024'],8:00PM,"The Independent, 628, Divisadero Street, Western Addition, San Francisco, California, 94117, United States",http://sf-events.brokeassstuart.com/events/2024/4/28/deko-with-yameii-friends-tickets,37.7755281,-122.43764100406057
121,DICK & FUDGE - Drag King Cabaret,['01-05-2024'],7:00PM,"Oasis, 298, 11th Street, West SoMa, San Francisco, California, 94103, United States",http://sf-events.brokeassstuart.com/events/2024/5/1/dick-fudge-drag-king-cabaret-tickets,37.771914699999996,-122.41443558916752
122,DIMENSIONS w/ DJ Kurt,['28-04-2024'],10:00PM,"Make Out Room, 3225;3227;3233;3235;3239, 22nd Street, Mission District, San Francisco, California, 90103, United States",http://sf-events.brokeassstuart.com/events/2024/4/28/dimensions-w-dj-kurt-tickets,37.755275,-122.4194265
123,DIVA or Die: San Francisco Daze,['20-04-2024'],"7:30PM
              
                (doors)","The Lost Church, 988, Columbus Avenue, Russian Hill, San Francisco, California, 94133, United States",http://sf-events.brokeassstuart.com/events/2024/4/20/diva-or-die-san-francisco-daze-tickets,37.8034232,-122.4143732
124,DJ Minx & Hiroko Yamamura,['03-05-2024'],9:00PM,"Public Works, 161, Erie Street, San Francisco, California, 94103, United States",http://sf-events.brokeassstuart.com/events/2024/5/3/dj-minx-hiroko-yamamura-movement-pre-party-tickets,37.7688931,-122.41926507660828
125,Dabin Presents: Stay In Bloom,['27-04-2024'],5:00PM,351 Lasuen Street,http://sf-events.brokeassstuart.com/events/2024/4/27/dabin-tickets,,
126,Dan Pashman,['28-04-2024'],7:00PM,"2174, Market Street, Duboce Triangle, San Francisco, California, 94114, United States",http://sf-events.brokeassstuart.com/events/2024/4/28/dan-pashman-tickets,37.766515565448984,-122.43047228265938
127,DannyLux,['01-05-2024'],8:00PM,"1290, Sutter Street, Lower Nob Hill, San Francisco, California, 94109, United States",http://sf-events.brokeassstuart.com/events/2024/5/1/dannylux-tickets,37.78767389795918,-122.42142202040816
128,Dark Alleys,['06-05-2024'],6:00PM,"Mission Bowling Club, 3176, 17th Street, Mission District, San Francisco, California, 94110, United States",http://sf-events.brokeassstuart.com/events/2024/5/6/dark-alleys-tickets,37.7639169,-122.41670479560966
129,Davina & The Vagabonds,['22-04-2024'],"7:30PM
              
                (doors)",510 Embarcadero West,http://sf-events.brokeassstuart.com/events/2024/4/22/davina-the-vagabonds-tickets,,
130,"Dead Winter Carpenters, Boot Juice",['26-04-2024'],8:00PM,"Bottom of the Hill, 1233, 17th Street, Potrero Hill, San Francisco, California, 94107, United States",http://sf-events.brokeassstuart.com/events/2024/4/26/dead-winter-carpenters-boot-juice-tickets,37.7649626,-122.39641152655962
131,Death Tko Dark Wave Dance Party,['24-04-2024'],9:00PM,"The Knockout, 3223, Mission Street, Bernal Heights, San Francisco, California, 94114, United States",http://sf-events.brokeassstuart.com/events/2024/4/24/death-tko-dark-wave-dance-party-to-2-am-tickets,37.7451409,-122.420005
132,Decoding the Eye: Signs & Symbols,"['19-04-2024', '20-04-2024', '21-04-2024', '22-04-2024', '23-04-2024', '24-04-2024', '25-04-2024', '26-04-2024', '27-04-2024', '28-04-2024', '29-04-2024', '30-04-2024']",11:00AM,"645, Beach Street, Fisherman's Wharf, San Francisco, California, 94109, United States",http://sf-events.brokeassstuart.com/events/2023/5/10/decoding-the-eye-signs-symbols-tickets,37.806650000000005,-122.41995063636364
133,"Deep House Yoga ""Flow & Glow"" w/ Katrina Baccetti, Jill McDonald & Fluid Girl",['02-05-2024'],7:00PM,"Madam Zola's Fortune, 900, Marin Street, San Francisco, California, 94124, United States",http://sf-events.brokeassstuart.com/events/2024/5/2/deep-house-yoga-flow-glow-with-katrina-baccetti-jill-mcdonald-fluid-girl-tickets,37.7496855,-122.3858699
134,Deon Cole: My New Normal,"['19-04-2024', '19-04-2024', '20-04-2024', '20-04-2024', '21-04-2024']",9:45PM,"Cobb's Comedy Club, 915, Columbus Avenue, Russian Hill, San Francisco, California, 94133, United States",http://sf-events.brokeassstuart.com/events/2024/4/19/deon-cole-tickets-nlwzmld,37.8029233,-122.4142026
135,Dethklok & Babymetal,['25-04-2024'],7:00PM,"The Masonic, 1111, California Street, Lower Nob Hill, San Francisco, California, 94108, United States",http://sf-events.brokeassstuart.com/events/2024/4/25/dethklok-babymetal-the-babyklok-tour-tickets,37.7911743,-122.41299005468363
136,Discovery Sessions 2024,['19-04-2024'],9:00AM,"Madam Zola's Fortune, 900, Marin Street, San Francisco, California, 94124, United States",http://sf-events.brokeassstuart.com/events/2024/4/18/discovery-sessions-2024-tickets,37.7496855,-122.3858699
137,Distant Worlds: Music From Final Fantasy,"['31-05-2024', '01-06-2024']",7:30PM,"Grove Street & Van Ness Avenue, Grove Street, Civic Center, San Francisco, California, 94102, United States",http://sf-events.brokeassstuart.com/events/2024/5/31/distant-worlds-music-from-final-fantasy-tickets,37.7782225,-122.419455
138,"Dizzy Wright, Dee-1",['05-05-2024'],8:00PM,"Cafe du Nord, 2170, Market Street, Duboce Triangle, San Francisco, California, 94143, United States",http://sf-events.brokeassstuart.com/events/2024/5/5/dizzy-wright-dee-1-tickets,37.7667182,-122.43054460123211
139,"Dld, Los Daniels & Chingadazo De Kung Fu",['02-05-2024'],8:00PM,"San Pablo Avenue, West Portal, San Francisco, California, 94127, United States",http://sf-events.brokeassstuart.com/events/2024/5/2/dld-los-daniels-chingadazo-de-kung-fu-tickets,37.7401296,-122.4610928
140,Dogfest 2024,['27-04-2024'],11:00AM,Duboce and Scott St,http://sf-events.brokeassstuart.com/events/2024/4/27/dogfest-2024-tickets,,
141,Doolittle Raid Speaker Series @ USS Hornet,['20-04-2024'],1:00PM,707 W Hornet Ave Pier 3,http://sf-events.brokeassstuart.com/events/2024/4/20/doolittle-raid-speaker-series-uss-hornet-tickets,,
142,Drop Nineteens,['24-04-2024'],8:00PM,"San Pablo Avenue, West Portal, San Francisco, California, 94127, United States",http://sf-events.brokeassstuart.com/events/2024/4/24/drop-nineteens-tickets,37.7401296,-122.4610928
143,Duncan Trussell,"['03-05-2024', '03-05-2024', '04-05-2024', '04-05-2024']",7:30PM,"Cobb's Comedy Club, 915, Columbus Avenue, Russian Hill, San Francisco, California, 94133, United States",http://sf-events.brokeassstuart.com/events/2024/5/3/duncan-trussell-tickets,37.8029233,-122.4142026
144,EDUCATIONAL VOLUNTEER HOURS,"['20-04-2024', '27-04-2024', '04-05-2024', '11-05-2024', '18-05-2024', '25-05-2024', '01-06-2024']",10:00AM,"1590, 7th Avenue, Inner Sunset, San Francisco, California, 94122, United States",http://sf-events.brokeassstuart.com/events/weekly/sat/educational-volunteer-hours-tickets,37.75879824489796,-122.4636962244898
145,EMO NITE,['27-04-2024'],9:00PM,"Rickshaw Stop, 155, Fell Street, Hayes Valley, San Francisco, California, 94102, United States",http://sf-events.brokeassstuart.com/events/2024/4/27/emo-nite-at-rickshaw-stop-san-francisco-ca-tickets,37.7759904,-122.42047537588323
146,Earth Day Celebration,['21-04-2024'],11:00PM,,http://sf-events.brokeassstuart.com/events/2024/4/21/earth-day-celebration-tickets,,
147,Earth Day Night Waves,['22-04-2024'],7:00PM,The Embarcadero and Beach St,http://sf-events.brokeassstuart.com/events/2024/4/22/earth-day-night-waves-tickets,,
148,Earth Day w/ SF Etsy - Create Seed Bombs & Pressed Flower Art,['21-04-2024'],11:00AM,One Ferry Marketplace,http://sf-events.brokeassstuart.com/events/2024/4/21/earth-day-with-sf-etsy-create-seed-bombs-and-pressed-flower-art-tickets,,
149,Earth to NightLife,['25-04-2024'],6:00PM,"Taxi Stand at California Academy of Sciences, 55, Music Concourse Drive, San Francisco, California, 94118, United States",http://sf-events.brokeassstuart.com/events/2024/4/25/earth-to-nightlife-tickets,37.7697064,-122.4674984
150,Earthwaves VIP Dinner Under the Bay,['22-04-2024'],5:30PM,The Embarcadero and Beach St,http://sf-events.brokeassstuart.com/events/2024/4/22/earthwaves-vip-dinner-under-the-bay-tickets,,
151,El SUPERRITMO!,['27-04-2024'],10:00PM,"Make Out Room, 3225;3227;3233;3235;3239, 22nd Street, Mission District, San Francisco, California, 90103, United States",http://sf-events.brokeassstuart.com/events/2024/4/27/el-superritmo-tickets,37.755275,-122.4194265
152,Elevating Intimacy - Exploring the Path of Tantra for Singles & Couples,['20-04-2024'],7:00PM,"The Center SF Tea House, 548, Fillmore Street, Lower Haight, Western Addition, San Francisco, California, 95115, United States",http://sf-events.brokeassstuart.com/events/2024/4/20/elevating-intimacy-exploring-the-path-of-tantra-for-singles-couples-tickets,37.7745253,-122.4306476
153,Eliminate,['02-05-2024'],9:00PM,"1015 Folsom, 1015, Folsom Street, West SoMa, San Francisco, California, 94103, United States",http://sf-events.brokeassstuart.com/events/2024/5/2/eliminate-tickets,37.778041099999996,-122.40568296775534
154,Elliot Moss,['30-04-2024'],8:00PM,"Brick and Mortar, 1710, Mission Street, San Francisco, California, 94103, United States",http://sf-events.brokeassstuart.com/events/2024/4/30/elliot-moss-tickets,37.7696864,-122.4203028
155,Emma Willmann,"['02-05-2024', '03-05-2024', '03-05-2024', '04-05-2024', '04-05-2024']",8:00PM,"Punch Line Comedy Club, 444, Battery Street, Financial District, San Francisco, California, 94111, United States",http://sf-events.brokeassstuart.com/events/2024/5/2/emma-willmann-tickets,37.79553185,-122.40011861592805
156,Encanto—Film w/ Live Orchestra,"['24-05-2024', '25-05-2024']",7:30PM,"Grove Street & Van Ness Avenue, Grove Street, Civic Center, San Francisco, California, 94102, United States",http://sf-events.brokeassstuart.com/events/2024/5/24/encanto-tickets,37.7782225,-122.419455
157,Erotic Resisters + Ecosexuals Unite!,['27-04-2024'],3:00PM,,http://sf-events.brokeassstuart.com/events/2024/4/27/erotic-resisters-and-ecosexuals-unite-tickets,,
158,Eth-Noh-Tec presents Shadows & Secrets,['05-05-2024'],2:00PM,"San Francisco, Distrito San Francisco, Veraguas, Panamá",http://sf-events.brokeassstuart.com/events/2024/5/5/eth-noh-tec-presents-shadows-secrets-tickets,8.2467485,-80.9721357
159,Ethan Bortnick,['28-04-2024'],8:00PM,"Cafe du Nord, 2170, Market Street, Duboce Triangle, San Francisco, California, 94143, United States",http://sf-events.brokeassstuart.com/events/2024/4/28/ethan-bortnick-tickets,37.7667182,-122.43054460123211
160,Evgeny Kissin Piano Recital,['07-05-2024'],7:30PM,"Grove Street & Van Ness Avenue, Grove Street, Civic Center, San Francisco, California, 94102, United States",http://sf-events.brokeassstuart.com/events/2024/5/7/evgeny-kissin-piano-recital-tickets,37.7782225,-122.419455
161,Ewan McVicar,['27-04-2024'],9:00PM,101 Sixth St.,http://sf-events.brokeassstuart.com/events/2024/4/27/ewan-mcvicar-monarch-tickets,,
162,FEID ,['01-05-2024'],8:00PM,525 West Santa Clara Street,http://sf-events.brokeassstuart.com/events/2024/5/1/feid-ferxxocalipsis-tour-2024-tickets,,
163,Fashioning San Francisco: A Century of Style,"['19-04-2024', '20-04-2024', '21-04-2024', '22-04-2024', '23-04-2024', '24-04-2024', '25-04-2024', '26-04-2024', '27-04-2024', '28-04-2024', '29-04-2024', '30-04-2024', '01-05-2024', '02-05-2024', '03-05-2024', '04-05-2024', '05-05-2024', '06-05-2024', '07-05-2024', '08-05-2024', '09-05-2024', '10-05-2024', '11-05-2024', '12-05-2024', '13-05-2024', '14-05-2024', '15-05-2024', '16-05-2024', '17-05-2024', '18-05-2024', '19-05-2024', '20-05-2024', '21-05-2024', '22-05-2024', '23-05-2024', '24-05-2024', '25-05-2024', '26-05-2024', '27-05-2024', '28-05-2024', '29-05-2024', '30-05-2024', '31-05-2024', '01-06-2024', '02-06-2024', '03-06-2024', '04-06-2024', '05-06-2024', '06-06-2024', '07-06-2024']",7:00PM,"De Young Museum, 50, Hagiwara Tea Garden Drive, San Francisco, California, 94118, United States",http://sf-events.brokeassstuart.com/events/2024/1/20/fashioning-san-francisco-a-century-of-style-tickets,37.77148045,-122.46912751367088
164,Fatai,['24-05-2024'],8:00PM,"Bottom of the Hill, 1233, 17th Street, Potrero Hill, San Francisco, California, 94107, United States",http://sf-events.brokeassstuart.com/events/2024/5/24/fatai-tickets,37.7649626,-122.39641152655962
165,Figure Drawing Salons,['21-04-2024'],2:00PM,"140;142, 9th Street, Civic Center, San Francisco, California, 94103, United States",http://sf-events.brokeassstuart.com/events/2024/4/21/saturday-afternoon-figure-drawing,37.77549555,-122.41428047898883
166,"File, Expires, Scamculture, night alice",['23-04-2024'],8:00PM,2330 Telegraph Ave,http://sf-events.brokeassstuart.com/events/2024/4/23/file-expires-scamculture-night-alice-tickets,,
167,Firewind,['28-04-2024'],7:00PM,375 Eleventh Street,http://sf-events.brokeassstuart.com/events/2024/4/28/firewind-tickets,,
168,First Sundays,['05-05-2024'],11:00AM,"1000, Oak Street, Western Addition, San Francisco, California, 94143, United States",http://sf-events.brokeassstuart.com/events/2024/5/5/first-sundays-may-5-tickets,37.77345005,-122.43604825954509
169,First Thursdays Street Festival,['02-05-2024'],5:00PM,Battery St & Clay St,http://sf-events.brokeassstuart.com/events/2024/5/2/first-thursdays-street-festival-tickets,,
170,Flamenco Society: Jeronimo Maya With Karime Amaya & Company in Concert,['27-04-2024'],7:00PM,Buchanan St. and Marina St,http://sf-events.brokeassstuart.com/events/2024/4/27/flamenco-society-jeronimo-maya-with-karime-amaya-company-in-concert-tickets,,
171,Fleshwater,['29-04-2024'],7:30PM,"Brick and Mortar, 1710, Mission Street, San Francisco, California, 94103, United States",http://sf-events.brokeassstuart.com/events/2024/4/29/fleshwater-tickets,37.7696864,-122.4203028
172,"Floating Points, Avalon Emerson, MOZHGAN",['20-04-2024'],10:00PM,,http://sf-events.brokeassstuart.com/events/2024/4/20/floating-points-avalon-emerson-mozhgan-tickets,,
173,Florencia en el Amazonas,['20-04-2024'],7:30PM,345 South First Street,http://sf-events.brokeassstuart.com/events/2024/4/20/florencia-en-el-amazonas-opera-san-jose-tickets,,
174,Forester,['02-05-2024'],8:00PM,"The Independent, 628, Divisadero Street, Western Addition, San Francisco, California, 94117, United States",http://sf-events.brokeassstuart.com/events/2024/5/2/forester-tickets,37.7755281,-122.43764100406057
175,"Found Poets: Jamie DeWolf, lorriechange, Rhea Joseph, Xxhe & more",['21-04-2024'],"7:30PM
              
                (doors)","The Lost Church, 988, Columbus Avenue, Russian Hill, San Francisco, California, 94133, United States",http://sf-events.brokeassstuart.com/events/2024/4/21/found-poets-jamie-dewolf-lorriechange-rhea-joseph-xxhe-more-4-7pm-tickets,37.8034232,-122.4143732
176,Foxtails Brigade + Big Surprise,['30-04-2024'],"7:30PM
              
                (doors)","The Lost Church, 988, Columbus Avenue, Russian Hill, San Francisco, California, 94133, United States",http://sf-events.brokeassstuart.com/events/2024/4/30/foxtails-brigade-and-big-surprise-tickets,37.8034232,-122.4143732
177,Frankie Marcos,['24-04-2024'],8:00PM,62 S. Second Street,http://sf-events.brokeassstuart.com/events/2024/4/24/frankie-marcos-tickets,,
178,Free Comedy In The Mission,['25-04-2024'],8:00PM,"The Napper Tandy, 3200, 24th Street, San Francisco, California, 94110, United States",http://sf-events.brokeassstuart.com/events/2024/4/25/comedy-in-the-mission-tickets,37.7524748,-122.4164736
179,Free Museum Day,['01-05-2024'],11:00AM,"GLBT History Museum, 4127, 18th Street, Castro District, San Francisco, California, 94114, United States",http://sf-events.brokeassstuart.com/events/2024/5/1/free-museum-day-tickets,37.7607664,-122.435607
180,Freight Open Mic,['22-04-2024'],7:30PM,"Addison Street, Glen Park, San Francisco, California, 94131, United States",http://sf-events.brokeassstuart.com/events/2024/4/22/freight-open-mic-tickets,37.7400826,-122.4349546
181,"Friday Nights: Live Music by MacArthur Maze, Sketchboard Live Drawing Sessions + set by DJ Ron Reeser",['26-04-2024'],5:00PM,"1000, Oak Street, Western Addition, San Francisco, California, 94143, United States",http://sf-events.brokeassstuart.com/events/2024/4/26/friday-nights-live-music-by-macarthur-maze-sketchboard-live-drawing-sessions-and-set-by-dj-ron-reeser-tickets,37.77345005,-122.43604825954509
182,"Friday Nights: Non Stop Bhangra Community Dance Party, Spring Teacher Night + DJ set by Black",['19-04-2024'],5:00PM,"1000, Oak Street, Western Addition, San Francisco, California, 94143, United States",http://sf-events.brokeassstuart.com/events/2024/4/19/friday-nights-non-stop-bhangra-community-dance-party-spring-teacher-night-and-dj-set-by-black-tickets,37.77345005,-122.43604825954509
183,G Perico,['26-04-2024'],9:00PM,"2367 Shattuck Ave., Berkeley",http://sf-events.brokeassstuart.com/events/2024/4/26/g-perico-hot-shot-2-tour-tickets,,
184,Gallery Chats at OMCA,['27-04-2024'],1:00PM,"1000, Oak Street, Western Addition, San Francisco, California, 94143, United States",http://sf-events.brokeassstuart.com/events/2024/4/27/gallery-chats-at-omca-tickets,37.77345005,-122.43604825954509
185,Gasolina Reggaetón Party,['20-04-2024'],9:00PM,"2367 Shattuck Ave., Berkeley",http://sf-events.brokeassstuart.com/events/2024/4/20/gasolina-reggaeton-party-tickets,,
186,Gettin Knit - Knitting Night,"['22-04-2024', '29-04-2024']",5:00PM,"1350;1352;1354, Harrison Street, West SoMa, San Francisco, California, 94103, United States",http://sf-events.brokeassstuart.com/events/2024/4/22/gettin-knit-knitting-night-tickets,37.772166299999995,-122.410889
187,Giant Rooks,['29-04-2024'],8:00PM,"Bimbo's 365 Club, 1025, Columbus Avenue, Fisherman's Wharf, San Francisco, California, 94133, United States",http://sf-events.brokeassstuart.com/events/2024/4/29/giant-rooks-tickets,37.803730650000006,-122.41564579506286
188,Gladiator Live—Film w/ Live Orchestra,"['22-05-2024', '23-05-2024']",7:30PM,"Grove Street & Van Ness Avenue, Grove Street, Civic Center, San Francisco, California, 94102, United States",http://sf-events.brokeassstuart.com/events/2024/5/22/gladiator-live-tickets,37.7782225,-122.419455
189,Glass Beach,['21-04-2024'],8:00PM,"The Independent, 628, Divisadero Street, Western Addition, San Francisco, California, 94117, United States",http://sf-events.brokeassstuart.com/events/2024/4/21/glass-beach-tickets,37.7755281,-122.43764100406057
190,Grace Cathedral Sound Bath Celebrating Earth Day,['22-04-2024'],7:00PM,"1100, California Street, Lower Nob Hill, San Francisco, California, 94108, United States",http://sf-events.brokeassstuart.com/events/2024/4/22/grace-cathedral-sound-bath-celebrating-earth-day-tickets,37.791689,-122.412631
191,Grace Light,['29-04-2024'],8:00PM,"1100, California Street, Lower Nob Hill, San Francisco, California, 94108, United States",http://sf-events.brokeassstuart.com/events/2024/4/29/grace-light-1705503910,37.791689,-122.412631
192,Great Good Fine Ok,['26-04-2024'],9:00PM,"Rickshaw Stop, 155, Fell Street, Hayes Valley, San Francisco, California, 94102, United States",http://sf-events.brokeassstuart.com/events/2024/4/26/great-good-fine-ok-tickets,37.7759904,-122.42047537588323
193,Greens Restaurant Guest Chef Series 2024,"['19-04-2024', '20-04-2024', '21-04-2024', '22-04-2024', '23-04-2024', '24-04-2024', '25-04-2024', '26-04-2024', '27-04-2024', '28-04-2024', '29-04-2024', '30-04-2024', '01-05-2024', '02-05-2024', '03-05-2024', '04-05-2024', '05-05-2024', '06-05-2024', '07-05-2024', '08-05-2024', '09-05-2024', '10-05-2024', '11-05-2024', '12-05-2024', '13-05-2024', '14-05-2024', '15-05-2024', '16-05-2024', '17-05-2024', '18-05-2024', '19-05-2024', '20-05-2024', '21-05-2024', '22-05-2024', '23-05-2024', '24-05-2024', '25-05-2024', '26-05-2024', '27-05-2024', '28-05-2024', '29-05-2024', '30-05-2024', '31-05-2024', '01-06-2024', '02-06-2024', '03-06-2024', '04-06-2024', '05-06-2024', '06-06-2024', '07-06-2024']",7:00PM,Buchanan St. and Marina St,http://sf-events.brokeassstuart.com/events/2024/4/3/greens-restaurant-guest-chef-series-2024-tickets,,
194,"Greyhaven, Duck Duck Goose, Spam Caller,  Coping Method",['26-04-2024'],9:00PM,"La Lucha, 1600, 17th Street, Potrero Hill, San Francisco, California, 94107, United States",http://sf-events.brokeassstuart.com/events/2024/4/26/greyhaven-duck-duck-goose-spam-caller-coping-method-tickets,37.7650661,-122.3998625
195,Gustaf,['06-05-2024'],8:00PM,"Cafe du Nord, 2170, Market Street, Duboce Triangle, San Francisco, California, 94143, United States",http://sf-events.brokeassstuart.com/events/2024/5/6/gustaf-tickets,37.7667182,-122.43054460123211
196,Gza,['19-04-2024'],8:30PM,"San Pablo Avenue, West Portal, San Francisco, California, 94127, United States",http://sf-events.brokeassstuart.com/events/2024/4/19/gza-tickets,37.7401296,-122.4610928
197,HAPPY HOUR SWITCH TAKEOVER,['10-05-2024'],5:00PM,"3158, Mission Street, Bernal Heights, San Francisco, California, 90103, United States",http://sf-events.brokeassstuart.com/events/2024/5/10/el-rio-happy-hour-switch-takeover-every-2nd-fri-free-tickets,37.74679525,-122.41941883192119
198,Heart Your Parks: Cargo Way / Heron's Head ,['27-04-2024'],11:00AM,,http://sf-events.brokeassstuart.com/events/2024/4/27/heart-your-parks-cargo-way-herons-head-tickets,,
199,Heart Your Parks: Crane Cove Park,['20-04-2024'],11:00AM,,http://sf-events.brokeassstuart.com/events/2024/4/20/heart-your-parks-crane-cove-park-tickets,,
200,Heart Your Parks: McLaren Park (Tai Chi Court),['04-05-2024'],11:00AM,"Southern Exposure, 3030, 20th Street, Mission District, San Francisco, California, 90103, United States",http://sf-events.brokeassstuart.com/events/2024/5/4/heart-your-parks-mcclaren-park-tickets,37.759331,-122.4114628
201,Helmet,['26-04-2024'],8:00PM,"The Fillmore, 1805, Geary Boulevard, Western Addition, San Francisco, California, 94115, United States",http://sf-events.brokeassstuart.com/events/2024/4/26/helmet-look-left-tour-tickets,37.7840838,-122.433171
