96,2,4
732,2,9
778,2,7
170,2,3
1309,2,2
761,2,3
805,2,2
1061,2,2
653,2,5
56,2,7
1067,2,4
112,2,5
757,2,4
773,2,1
529,2,7
156,2,2
973,2,9
569,2,7
418,2,6
581,2,8
257,2,5
1037,2,6
683,2,7
431,2,7
109,3,10
1250,3,9
929,3,10
633,3,2
456,3,7
987,3,1
285,3,3
1277,3,2
955,3,10
310,3,2
1185,3,4
1099,3,2
455,3,2
598,3,5
1044,4,2
1123,4,2
911,4,6
1046,4,3
369,4,2
759,4,8
1317,4,5
674,4,9
177,4,5
1280,4,2
550,4,10
297,4,9
2,4,8
149,4,7
464,4,5
514,4,8
1111,4,7
1154,4,10
338,4,2
198,4,2
110,4,7
121,4,7
878,4,10
674,4,8
717,4,8
446,4,3
522,4,8
359,4,6
333,4,2
879,4,10
963,4,9
1261,4,2
1094,5,2
250,5,8
839,5,3
358,5,2
873,5,1
834,5,2
1222,5,2
1121,5,3
630,5,8
1067,5,8
1027,5,4
436,5,2
819,5,2
911,5,3
24,5,3
113,5,3
133,5,2
1104,5,8
1141,5,2
16,5,5
1074,5,2
1205,5,3
1181,5,3
877,5,7
1259,5,2
475,5,2
1140,5,7
613,5,9
324,5,9
229,5,4
778,5,2
525,5,4
1310,5,1
908,5,8
298,5,2
39,5,3
123,5,3
554,5,3
975,5,2
721,5,10
661,5,9
310,5,2
1087,5,6
762,5,2
407,5,2
237,5,3
101,5,2
740,5,9
185,6,9
728,6,7
1006,6,1
219,6,8
329,6,2
40,6,7
577,6,2
988,6,1
253,6,10
685,6,2
500,6,7
842,6,9
702,6,10
28,6,7
516,6,7
1243,6,9
898,6,9
1149,6,10
1127,6,5
436,6,3
1016,6,9
914,6,3
888,6,9
1107,6,6
730,6,1
917,6,6
26,6,7
466,6,8
632,6,2
1214,6,7
575,6,7
592,6,9
840,6,6
793,8,2
1175,8,3
46,8,8
390,8,7
144,8,8
342,8,2
430,8,8
40,8,7
1180,8,7
814,8,4
1225,8,3
228,8,8
269,8,6
677,8,8
836,8,8
420,8,7
299,8,8
410,8,3
178,8,8
335,8,2
963,8,7
62,8,3
770,8,2
279,8,6
1029,8,2
746,8,3
103,8,9
294,8,7
704,8,3
802,8,2
841,8,7
1050,8,2
552,8,5
578,8,2
976,9,10
698,9,2
213,9,2
161,9,2
600,9,2
452,9,2
658,9,2
781,9,2
936,9,2
985,9,2
734,9,2
636,9,2
1035,9,2
351,9,2
403,9,2
1204,9,7
749,9,2
83,9,2
989,9,1
462,9,2
508,9,2
18,9,2
37,9,4
144,9,2
657,9,2
1259,9,7
259,9,2
97,9,7
798,9,8
921,9,2
650,9,2
264,9,2
727,9,2
342,9,2
232,9,2
252,9,7
534,9,8
925,9,9
695,9,2
703,9,2
810,9,2
670,9,7
920,9,7
1180,9,9
1114,9,2
559,9,2
1146,9,8
1105,9,7
514,9,2
945,9,2
876,9,3
786,9,3
402,9,3
1128,9,2
944,9,2
1156,10,10
764,10,2
1093,10,10
1157,10,10
605,10,9
5,10,2
380,10,2
670,10,2
439,10,7
252,10,3
477,10,2
442,10,3
677,10,8
354,10,2
1123,10,2
64,10,2
1213,10,5
326,10,2
1086,10,8
530,10,6
1090,10,8
1247,10,10
759,10,2
124,10,2
1103,10,4
906,10,7
1038,10,8
380,10,2
697,10,8
760,10,2
147,10,10
320,10,2
527,10,7
727,10,9
597,10,4
929,10,2
589,10,2
941,10,2
420,10,7
405,10,2
1063,11,6
297,11,2
112,11,7
1224,11,2
53,11,2
1154,11,2
642,11,7
1205,11,7
1061,11,6
1029,11,7
295,11,9
1032,11,8
1256,11,2
313,11,5
239,11,8
214,11,2
93,11,3
578,11,7
450,11,8
592,11,2
44,11,9
960,11,3
149,11,2
1224,11,2
620,11,10
1235,11,10
339,11,2
1149,11,2
110,11,8
57,11,10
24,11,2
868,11,10
962,11,9
282,11,2
416,11,2
1097,12,2
458,12,2
328,12,6
1180,12,2
1203,12,2
1194,12,2
1262,12,6
881,12,2
1135,12,3
931,12,10
728,12,2
130,12,8
1150,12,2
183,12,8
476,12,2
1294,12,7
837,12,8
513,12,3
32,12,9
157,12,2
1272,12,8
573,12,7
706,12,2
1080,12,2
583,12,7
392,12,2
730,12,1
341,12,7
888,12,9
1116,12,2
1107,12,3
337,12,8
899,12,2
125,12,9
619,12,8
235,12,8
27,12,8
332,12,10
728,12,2
966,12,2
1228,13,2
81,13,7
1175,13,9
886,13,9
1224,13,7
229,13,7
17,13,2
1017,13,1
128,13,8
135,13,7
968,13,1
805,13,7
996,13,8
94,13,3
623,13,4
1189,13,8
1051,13,9
465,13,2
915,13,2
1119,13,9
847,13,8
1191,13,9
573,13,6
969,13,6
1150,13,6
362,13,6
203,13,7
519,13,4
463,13,2
283,13,5
90,13,3
1187,13,4
1249,13,6
323,13,2
438,14,9
685,14,2
415,14,2
183,14,2
140,14,9
580,14,2
313,14,3
979,14,8
739,14,2
753,14,7
346,14,9
712,14,9
716,14,8
1092,14,8
375,14,10
1278,14,8
116,14,2
228,14,7
458,14,6
581,14,8
