840,0,6
685,0,7
732,0,10
900,0,10
242,0,10
1036,0,8
1122,0,9
784,0,6
526,0,7
781,0,10
919,0,7
870,0,9
631,0,9
602,0,10
578,0,5
765,0,2
732,0,10
911,0,8
1195,0,7
799,0,4
809,0,2
224,0,8
639,0,10
554,0,10
723,0,4
1067,0,2
855,0,1
500,0,6
1039,0,6
1061,0,6
1013,0,10
584,0,2
1241,0,5
691,0,5
972,0,4
812,0,3
627,0,10
1088,0,5
883,0,10
890,0,7
1180,0,8
67,1,6
782,1,10
1055,1,7
663,1,4
295,1,3
1291,1,7
809,1,2
698,1,7
682,1,8
638,1,8
1175,1,7
968,1,1
570,1,5
1184,1,8
910,1,8
178,1,4
189,1,4
769,1,6
105,1,6
157,1,1
70,1,1
319,1,3
148,1,4
947,1,5
727,1,8
886,1,7
595,1,7
515,1,8
458,1,4
84,1,6
294,1,1
318,1,2
583,1,7
1304,1,8
411,1,2
687,1,8
1318,1,7
546,1,8
775,1,7
5,1,1
593,1,4
1023,1,9
326,1,1
167,1,1
283,1,1
1075,1,7
280,1,1
591,1,6
39,1,1
1254,1,7
42,1,1
888,1,1
1029,1,3
1064,1,6
1211,1,1
86,1,7
1193,1,8
1311,1,1
388,1,1
1030,1,1
802,1,6
595,1,6
698,1,9
1082,1,8
217,1,6
1305,1,5
885,1,6
868,1,7
372,1,1
931,1,1
1073,1,4
375,1,1
722,1,7
511,1,9
559,1,10
850,1,9
1156,1,10
451,1,1
491,1,1
584,1,1
621,1,10
483,1,1
322,1,10
54,1,1
66,1,1
496,1,1
602,1,10
321,1,1
1289,1,10
893,1,5
414,1,1
223,1,1
730,2,4
1065,2,4
853,2,4
869,2,8
1091,2,5
686,2,9
386,2,1
327,2,1
1306,2,6
732,2,10
224,2,10
991,2,4
78,2,1
1227,2,6
963,2,7
635,2,8
938,2,1
586,2,8
145,2,1
716,2,7
1157,2,7
893,2,7
367,2,1
1044,2,1
891,2,1
1218,2,6
1105,2,1
1179,2,6
922,2,7
237,2,1
565,2,8
838,2,1
403,2,1
220,2,1
581,2,8
89,2,1
952,2,10
528,2,9
1207,2,1
897,2,10
1231,2,8
895,2,6
1142,2,9
959,2,4
204,2,1
354,2,1
1233,2,6
1280,2,6
44,2,1
678,2,8
524,2,8
1098,2,1
616,2,7
104,2,1
128,2,1
316,2,1
989,2,1
1062,2,1
660,2,9
34,2,1
548,2,6
103,2,1
814,2,7
393,2,1
477,2,1
41,2,1
116,2,1
137,2,1
977,2,6
362,2,1
389,2,1
1142,2,8
841,2,9
916,2,1
1022,2,8
708,2,8
510,2,6
1059,2,6
3,2,1
1245,2,1
762,2,1
211,2,1
856,2,1
1148,2,1
1099,2,1
1148,2,1
134,2,5
1008,2,3
894,2,2
484,2,5
650,2,7
284,2,8
941,2,9
87,2,1
1242,2,9
614,3,8
667,3,9
555,3,9
1226,3,8
512,3,10
592,3,10
774,4,9
367,4,1
679,4,9
828,4,9
692,4,8
668,4,9
522,4,9
1034,4,8
1178,4,10
603,4,6
498,4,10
517,4,9
536,4,8
1242,4,10
602,4,10
585,4,10
580,4,7
649,4,8
534,4,8
779,4,9
561,4,10
1194,4,7
651,4,7
603,4,7
577,1000,1
723,5,5
497,5,10
1015,5,1
539,5,10
690,5,8
664,5,10
548,5,8
899,5,6
922,5,7
396,5,5
246,5,6
1072,5,6
1021,5,10
317,5,1
142,5,1
666,5,9
681,5,8
117,5,4
132,5,2
2,5,4
1103,5,3
482,5,2
90,5,4
465,5,5
808,5,3
272,5,1
1207,5,4
78,5,1
1241,5,8
1250,5,7
1029,5,5
1038,5,4
656,5,8
724,5,8
769,5,8
1153,5,9
740,5,8
744,5,10
548,5,8
554,5,8
914,5,8
1266,5,7
541,5,7
1079,5,9
507,5,9
1232,5,9
592,5,10
1243,5,8
1235,5,9
698,5,8
965,5,8
1094,5,8
524,5,8
1269,5,5
707,5,3
199,5,2
1079,5,1
872,5,4
1144,5,5
311,5,2
480,5,3
15,5,5
776,5,9
659,5,8
977,5,7
900,5,10
720,5,9
1221,5,9
750,5,10
539,5,9
1031,5,10
967,5,1
629,5,2
580,5,3
1241,5,4
983,5,5
337,5,6
1204,5,6
541,5,7
523,5,8
614,5,9
583,5,1
1131,5,2
892,5,3
1139,5,6
341,5,7
361,5,4
878,5,10
308,5,10
1109,5,9
468,5,8
508,5,10
325,6,10
303,6,10
476,6,10
305,6,10
763,6,10
1037,6,10
1097,6,10
247,6,10
7,6,10
1085,6,10
76,6,10
1050,6,10
288,6,10
1186,6,5
627,6,3
1008,6,5
629,6,6
1267,6,2
857,6,3
769,6,6
124,6,1
605,6,3
838,6,4
383,6,6
170,6,7
495,6,3
840,6,4
729,6,3
761,6,1
209,6,2
1240,6,3
1278,6,4
363,6,5
895,6,8
784,6,4
1085,6,3
1235,6,2
728,6,4
857,6,5
383,6,6
845,6,7
1158,6,8
323,6,9
1085,6,1
448,6,2
1164,6,3
1301,6,4
435,6,5
918,6,5
885,6,6
174,6,6
782,6,7
29,6,8
48,6,9
504,6,10
435,6,1
967,6,2
704,6,3
68,6,4
497,6,5
850,6,6
621,6,7
29,6,8
972,6,9
1020,6,10
64,6,10
275,6,10
1262,6,1
768,6,10
830,6,10
485,6,10
787,6,10
6,6,10
176,6,3
201,6,2
569,6,3
1003,6,4
296,6,5
278,6,6
87,6,7
1028,6,8
1238,6,2
1168,6,3
562,6,5
255,6,10
1235,6,10
752,6,9
27,6,1
877,6,10
898,6,10
155,6,10
753,6,10
1172,6,10
1277,6,10
890,6,1
1172,6,10
262,6,10
511,6,10
1229,6,10
184,6,10
81,6,1
735,6,1
239,6,1
185,6,1
113,6,1
910,6,1
480,6,1
131,6,1
761,6,10
518,6,1
1305,6,1
332,6,1
1286,6,1
44,6,1
975,6,1
367,6,10
885,6,10
966,6,10
1195,6,10
1059,6,10
441,6,10
204,6,10
697,6,10
1115,6,10
713,6,1
493,6,10
394,6,10
1310,6,10
1304,6,9
41,6,8
263,6,8
686,6,8
1290,6,6
127,6,7
536,6,8
298,6,4
1235,6,5
1152,6,6
731,6,7
1088,6,3
1035,6,4
149,6,5
360,6,7
220,6,8
124,6,10
161,6,10
512,6,10
501,6,10
868,6,10
758,6,10
1059,6,10
505,6,10
720,6,10
1029,6,6
60,6,7
465,6,8
1144,6,6
743,6,3
616,6,6
898,6,8
64,6,4
1193,6,5
622,6,6
1145,6,7
903,6,8
256,6,9
738,6,10
1096,6,10
409,6,5
408,6,6
874,6,7
1190,6,8
401,6,9
1110,6,10
561,6,10
565,6,2
1267,6,3
114,6,10
1112,6,10
343,6,10
286,6,10
810,6,10
1216,6,10
