96,2,4
474,2,4
1048,2,4
442,2,3
1309,2,5
1313,2,5
266,2,3
384,2,2
389,2,4
470,2,3
905,2,6
1060,2,5
1196,2,7
484,2,5
936,2,6
434,2,5
1060,2,7
505,2,8
565,2,8
506,2,9
1035,2,10
992,2,6
508,2,8
390,2,4
612,2,9
966,2,6
25,2,3
253,2,5
1123,2,9
762,2,9
866,2,7
1305,2,6
1280,2,10
145,2,4
377,2,5
292,2,3
943,2,10
577,2,10
495,2,9
1283,2,7
1154,2,8
129,2,5
1214,2,7
435,2,6
170,2,4
1058,2,6
945,2,6
644,2,9
1069,2,10
901,2,7
1122,2,9
931,2,2
1281,2,8
854,2,10
419,2,3
427,2,3
336,2,4
561,2,8
492,2,9
445,2,3
192,2,1
923,2,10
735,2,10
1190,2,9
378,2,1
516,2,10
952,2,6
547,2,10
1166,2,9
1267,2,7
208,2,2
1122,2,9
339,2,1
105,2,6
31,2,6
1052,2,6
494,2,8
877,2,10
121,2,1
601,2,10
797,2,10
176,2,6
505,2,7
948,2,8
709,2,8
1212,2,9
77,2,3
809,2,4
1241,2,7
1053,2,5
1037,2,10
563,2,6
912,2,5
571,2,8
1122,2,8
1052,2,4
908,2,4
459,2,3
513,2,7
1266,2,8
1174,2,7
358,3,2
300,3,3
119,3,3
497,3,6
736,3,7
528,3,9
247,3,3
616,3,6
362,3,3
797,3,9
426,3,5
335,3,1
155,3,3
515,3,9
963,3,8
37,3,4
205,3,3
612,3,6
927,3,7
856,3,10
525,3,4
1018,3,4
378,3,7
1248,3,10
67,3,6
307,3,7
355,3,8
126,3,5
1307,3,10
483,3,7
1111,3,3
546,3,6
1109,3,10
307,3,6
383,3,10
1002,3,5
1190,3,4
1091,3,2
387,3,6
1285,3,10
987,3,10
527,3,3
1075,3,4
761,3,3
879,3,8
505,3,6
749,3,5
116,3,8
1232,3,5
842,3,3
1304,3,10
1125,3,10
63,3,4
1121,3,5
907,3,4
252,3,10
988,3,10
1209,3,4
1150,3,3
1070,3,2
1047,3,2
848,3,6
770,3,3
629,3,4
528,3,5
571,3,6
842,3,2
1221,3,5
1057,3,4
1101,3,3
504,3,6
82,3,7
1117,3,4
1012,3,9
31,3,4
336,3,8
803,3,5
57,3,7
1102,3,3
1143,3,2
509,3,6
1080,3,7
428,3,8
1267,3,10
364,3,10
1196,3,7
889,3,2
969,3,10
1298,3,10
259,3,10
228,3,10
1117,3,3
952,3,5
1176,3,7
789,3,6
1222,3,3
1211,3,2
313,3,1
226,3,7
53,3,10
880,3,7
456,4,5
651,4,10
571,4,10
123,4,5
83,4,6
708,4,1
1096,4,1
1050,4,2
97,4,4
782,4,10
84,4,6
407,4,5
928,4,10
